id,case_name,related_case,year,maj_opinion,maj_joined,dissent_opinion,dissent_joined,importance,facts,issues,arguments,ruling,discussion,concur_opinion,concur_joined,concur2_opinion,concur2_joined,concur3_opinion,concur3_joined,dissent2_opinion,dissent2_joined,dissent3_opinion,dissent3_joined,justices_np,topic,sub_topic,law_class,law_classes
51,Charles River Bridge v. Warren Bridge,,1837,,,,,,"* In 1785, MA legislature incorporated a company to build a bridge and take tolls. Several decades later, it created a new company to build a nearby bridge, which took tolls for a few years and then became free. Travelers switched to the free bridge.","* Had the legislature impaired the obligations of a contract, violating Article I Sec X (Contract Clause)?",,"* No. The state law may be retroactive and alter rights formerly vested by law without violating the Contract Clause. State legislature’s actions are upheld.
    * The new Contract was not in violation of the previous contract, and thus didn’t violate the contract clause.",,,,,,,,,,,,,Contract Clause,Contract Clause,American Constitution,American Constitution
50,Dartmouth College v. Woodward,,1819,,,,,,"* Dartmouth was founded under a Royal charter from George III. On the founders death, the son of the founder whose name was Eliza Wheelock, and his son john, was pitted against a hostile board of trustees who wanted to get rid of him.
* Republican governor of NH called for a legislative act to get rid of the charter and put the college under state control.
* The legislature expanded the board from 12 to 21, the old trustees refused to acknowledge the legitimacy of the act, and neither did William Woodward, the treasurer. The new trustees brought an action against Woodward to secure the colleges seal charter and record books.",* Is the revocation of the charter a violation of the freedom of contract?,,"* Yes. Dartmouth college was a private institution, and its charter was a contract protected by Article 1 Sec 10. Contracts can’t be interfered with.",* Consideration: the idea that each party has to benefit.,,,,,,,,,,,,Contract Clause,Freedom of Contract,American Constitution,American Constitution
49,U.S. v. Comstock,,2010,,,,,,,,,,Goddamnit I think this one is actually relatively important. So I’d suggest you go on Oyez or something to get the basics of it. Sorry y’all not sure why this isn’t here,,,,,,,,,,,,"Commerce Clause,Federal Police Powers",,American Constitution,American Constitution
48,Gonzales v. Raich,,2005,,,,,"* **Congress has the power to regulate local activities that are part of a class of activities with a substantial effect on interstate of commerce.**
* **Very deferential to Congress.**","* Ninth circuit ruled that medical marijuana did not ""substantially affect"" interstate commerce, and therefore couldn’t be regulated by congress.",* Does the federal law prohibiting marijuana exceed Congress’ power under the commerce clause as applied to the intrastate cultivation of marijuana?,,"* No. The Commerce Clause gives Congress authority to prohibit the local cultivation of marijuana.
    * Local use affected supply and demand in the national marijuana market, so regulating local use would be essential to regulating the national drug market.","* **They could regulate purely ****local activities that are part of a ""class of activities""**** with a substantial effect on interstate commerce.**",,,,,,,,,,,,"Commerce Clause,Federal Police Powers",,American Constitution,American Constitution
47,U.S. v. Morrison,,2000,,,,,"* **Affirmed test in Lopez, and added the ""economic in nature"" condition to congressional acts under the commerce clause**",* Morrison sued under the Violence against Women act (which was stated to be implemented by Congress under the Commerce Clause),* Is the act beyond the scope of congressional power to regulate commerce?,,"* Yes. 

    * **Intrastate actions must be ****economic in nature**** to be viewed in aggregate by courts reviewing a Commerce Clause case.**",* **Affirmed 3-prong test of Lopez. Further defined the ****Aggregate effects test**** by noting that intrastate activities must be considered in the aggregate only if the activities themselves are economic in nature.**,,,,,,,,,,,,"Commerce Clause,Federal Police Powers",,American Constitution,American Constitution
46,U.S. v. Lopez,,1995,,,,,* **SUBSTANTIAL EFFECT TEST**,* The 1990 Gun-Free Zones Act forbade individuals from knowingly carrying a gun in a school zone. It was implemented under the Commerce power of Congress.,* Does the law exceed the power of Congress to legislate under the Commerce Clause?,,"* Yes.** The Possession of a gun in a local school zone is not an economic activity that might, through repetition elsewhere, have a ****substantial effect**** on interstate commerce.**","* **Lopez test: Congress can regulate under the commerce clause when:**

1. **Channels**** of Interstate Commerce involved**

2. **Instrumentalities**** of interstate commerce**

3. **Activities having a ****substantial effect**** on commerce**",,,,,,,,,,,,"Commerce Clause,Federal Police Powers",Substantial Effect Test,American Constitution,American Constitution
45,South Central Timber Development Inc. v. Wunnicke,,1984,,,,,"* Represents a **limit on market participant doctrine**** which permits a state to influence an identifiable class of economic activity in which the state is a major participant. Specifically, a state may not impose conditions, whether by statute, regulation or contract, that have a substantial regulatory effect outside of that particular market.**
* It may not use its leverage in that market to exert a regulatory effect in the processing market, in which it is not a participant.",* Alaska acted as a market participant by including in a sales contract a provision requiring all purchasers of the state’s timber to partially process the timber in Alaska.,,,,,,,,,,,,,,,,"Commerce Clause,Federal Police Powers",,American Constitution,American Constitution
44,Heart of Atlanta Motel v. U.S.,,1964,,,,,,,"* Does Title II of the Civil Rights Act of 1964 hold a logical nexus between racial discrimination and commerce?
    * Public accommodations: are places like hotels, apartment buildings, etc., that are places where you cannot discriminate.",,* Yes. States cannot be complicit in discrimination either.,* **This ****demonstrates the plenary nature**** with which the Supreme Court had vested the commerce power.**,,,,,,,,,,,,"Commerce Clause,Federal Police Powers",,American Constitution,American Constitution
43,U.S. v. Butler,,1936,,,,,,* Congress passed Act to Regulate Agricultural Commodity prices.,* Did Congress exceed its constitutional taxing and spending powers with the Act?,,"* Act is unconstitutional because it attempts to regulate and control agricultural production, an arena reserved to states.","* **Congress does have the power to tax and appropriate funds, but in this case the activities violated the tenth amendment because the taxing in this case was ****a constitutional means to an unconstitutional end****.**",,,,,,,,,,,,"Commerce Clause,Federal Police Powers",,American Constitution,American Constitution
42,Champion v. Ames,,1903,,,,,* **Congress can legitimately bar things from interstate commerce**,"* Defendant was indicted under an act criminalizing the interstate shipment of lottery tickets.
* Appellant is an express carrier challenging constitutionality of Congress’ prohibition of the carriage of lottery tickets across state lines","* May congress regulate shipment of lottery tickets from one state to another?

    * Defendant argues that the act overreaches Congress’s commerce powers, as the mere transport of the tickets is not interstate commerce",,"* Yes. Congress is not prohibiting the sale of lottery tickets, only their shipment across state lines. 
    * Congress can legitimately bar things from interstate commerce.",* Congress may regulate transport of goods in interstate commerce when such regulation does not affect the internal affairs of the states.,,,,,,,,,,,,"Commerce Clause,Federal Police Powers",,American Constitution,American Constitution
41,U.S. v. E.C. Knight,,1895,,,,,* Distinction between manufacture and commerce,"* Congress passed the Sherman Anti-Trust Act in 1890 as a response to the public concern in the growth of giant combinations controlling transportation, industry, and commerce. 
* American Sugar Refining Company purchased four refineries, monopolizing sugar refining in the US. The company was subsequently sued by the federal govt for engaging in combinations in restraint of trade, contrary to an act of Congress.","* Does the act of Congress overstep the authority given by the Commerce Clause?
    * **Fuller: The Fundamental question is whether Congress has power to suppress a monopoly, or is this something that states should do?**",,* Yes. The majority drew a distinction between the manufacture of a good and its final disposition.,* The somewhat dubious distinction between manufacture and activities in commerce is characteristic of the narrow view of the commerce power taken by the Supreme court between 1890 and 1937.,,,,,,,,,,,,"Commerce Clause,Federal Police Powers",,American Constitution,American Constitution
40,Cooley v. Board of Wardens,,1851,,,,,"* **Cooley Doctrine: Whatever subjects of the commerce power are in their nature national or you need a uniform system of regulation, it may justly be said that this falls under the exclusive jurisdiction of congress.**
* Stands in contrast to the **Dormant Commerce Clause, which proposes that even if Congress hasn’t legislated on a certain subject relating to commerce, states are precluded from acting on that subject**.
* **From this, it followed that the power to regulate commerce was a Plenary power (fully encompassing.)** It is a very robust power that the federal government has, so it to some extent limits state sovereignty.",* PA law required ships entering/leaving Philly to have a local pilot. Ship owners who didn’t comply had to pay half of pilotage fees to Cooleys.,* Q: Does the law violate the Commerce Clause of the constitution?,,"* Decision: No. The pilotage law was regulating navigation, which is part of commerce.
    * Because of the Cooley doctrine, the philly law wasn’t national, so it was upheld. It’s not up to the federal government.","* **Importance: If the object(s) being regulated are of such a nature as to require a single uniform rule, Congress must regulate. However, as seen here, other objects being regulated are local and unique to the state. In such cases, the state may regulate the objects. The determinative factor is the ""subject"" of regulation rather than its purpose. The power of Congress to regulate commerce was therefore selectively exclusive.**",,,,,,,,,,,,"Commerce Clause,Federal Police Powers","Cooley Doctrine,Dormant Commerce Clause",American Constitution,American Constitution
39,Gibbons v. Ogden,,1824,,,,,"* Commerce is Intercourse, Navigation is Commerce","* A federal statute licensed Gibbon’s boats to work in NY waters, in conflict with a monopoly by Ogden, who was issued licenses from NY.","* What is the definition of Commerce?
* Can the federal government issue a coastal license?
* Did the State of New York exercise authority in a realm reserved exclusively to Congress, namely the regulation of interstate commerce?",,"* Yes. **Commerce is traffic, but it’s also intercourse.**
    * New York’s licensing requirement for out-of-state operators was inconsistent with a congressional act regulating the coasting trade.
    * **NY law is invalid by virtue of the Supremacy Clause. States yield their own specific interests when they conversed themselves into a nation.**
    * Gibbons wins, because he had the federal license, which gave him the authority to navigate","* Marshall: states yield their own specific interests when they conversed themselves into the union.
    * Commerce undoubtedly is traffic, but it’s something more—it’s intercourse. It describes commercial intercourse between nations and parts of nations, and is regulated by prescribing the rules for that intercourse
    * The power over navigation was a primary reason why the people wanted a constitution",,,,,,,,,,,,"Commerce Clause,Federal Police Powers",,American Constitution,American Constitution
38,District of Columbia v. Heller,,2008,,,,,,"* DC banned handguns in the home, and Heller claimed that the complete ban violated the 2nd Amendment right to keep and bear arms.",* Does the District of Columbia’s prohibition on the possession of usable handguns in the home violate the 2nd amendment?,,"* Yes, because it is a prohibition that renders any lawful firearm in the home inoperable for the purpose of immediate self-defense.","* Importance: The 2nd amendment protects the right for an individual to possess a firearm unconnected with service in a militia, and to use that firearm for traditionally lawful purposes, such as self-defense within the home.",,,,,,,,,,,,Federalism,Federalism,American Constitution,American Constitution
37,Board of Trustees of University of Alabama v. Garrett,,2001,,,,,,"* Garrett and Ash sued for monetary damages, after being demoted, which came after they requested reasonable accommodations as per their request under the Americans with Disabilities Act. They were transferred to posts carrying lower salaries because of their disabilities.","* Does the ADA provision which makes it mandatory for employers to provide reasonable accommodations for workers with disabilities violate the constitution in the case of state employers?
* Q: Can an individual sue under the ADA",,* No. There was no pattern of systemic discrimination shown by the states to trigger the 14th amendment,"* It is Congress which finally decides on what is desirable public policy. But in order to be able to sue the states for money damages, there must be a systematic discriminatory practice violating the Fourteenth Amendment by the states.",,,,,,,,,,,,Federalism,Fourteenth Amendment,American Constitution,American Constitution
36,Reno v. Condon,,2000,,,,,,"* [Drivers Privacy Protection Act] South Carolina (Condon) sues US AG Reno, arguing that the DPPA’s establishment of penalties on state gov’t officials for selling license plate info, was in violation of the 10th Amendment’s limit on the Fed. govt to regulate the states.","* May Congress require state compliance with the DPPA?
    * Is there a logical nexus between the DPPA and the ability to regulate commerce?",,"* Yes. Because the DPPA didn’t require the state to regulate their own citizens (it only made rules about the actions of govt officials, not regulations of the citizens), the DPPA applied to state officials.","* This is different from Printz in that it is a proscriptive law, rather than Printz, which was prescriptive. (Requiring someone to do something, rather than that they can’t do something)",,,,,,,,,,,,Federalism,10th Amendment,American Constitution,American Constitution
35,Printz v. U.S.,,1997,,,,,* It is unconstitutional for Federal Gov’ts to directly compel state govts to enforce federal regulations or programs.,* [Brady Handgun Violence Protection Act] Printz (with other CLEOs) argue that congressional action compelling state officials/gov’ts to execute federal law was unconstitutional.,"* Can Congress, using the Necessary and Proper Clause, require state CLEOs to execute federal law (in regards to handgun background checks)?",,"* No. State legislatures are not subject to federal direction. This is a major part of the structure of Dual Federalism laid out in the Constitution. It turns state actors into instrumentalities of the federal government, which is unconstitutional.",,,,,,,,,,,,,Federalism,Federalism,American Constitution,American Constitution
34,U.S. v. California,,1947,,,,,,"* With the discovery of oil, the offshore land is worth a tremendous amount of value, so several coastline states assumed the oil was theirs, and leased out the land to drilling companies, etc.
* The US argued, however, that they were the sole owner of the land.",,,"* Using the Equal Footing Rule, the decision was that to give these states the access to the offshore oil was to give them an unequal footing",,,,,,,,,,,,,Federalism,Equal Footing,American Constitution,American Constitution
33,Coyle v. Smith,,1911,,,,,,"* OK was admitted as a state with an agreement that it wouldn’t move it’s capital from Guthrie until 1913
* 1910: Voters voted to move the capital to Oklahoma city",* Can they do this?,,* Equal footing rule: the union is a union of states with equal footing with each other,,,,,,,,,,,,,Federalism,Equal Footing,American Constitution,American Constitution
32,Garcia v. San Antonio Metro,,1985,,,,,"* Invalidates League of Cities decision, shows debate over Federalism actively in the court.  Court retreats from the idea of traditional v. nontraditional state functions, because the difference between the two is just too difficult to distinguish between","* Garcia sues for overtime pay, argues transit is a ""nontraditional state function"" and that the SA Metro is bound by the FLSA",* Did principles of Federalism make the San Antonio Metro immune from the stipulations in the FLSA?,,"* No. It is not the job of the judiciary to decide what functions are ""traditional state functions"" and that the rule shouldn’t be used in deciding whether congress has overstepped limits to federal power over the states. Congress has the power to regulate to their desire under the commerce clause, essentially.",,,,,,,,,,,,,Federalism,Sovereignty,American Constitution,American Constitution
31,National League of Cities v. Usery,,1976,,,,,,"* National League - suing, challenging constitutionality of amendments to the Fair Labor Standards Act (FLSA), which requires state governments to pay employees minimum wage, overtime, etc",* May Congress regulate employment practices of state governments?,,* No. Congress cannot legislate to substantially restructure the traditional ways that they’ve functioned. The Court sided with National League of Cities,"* 10th amendment preserves state sovereignty, and limits congressional ability to compel state actions
    * Creates the idea of Tradition state functions, which are functions inside the state government that cannot be changed by the federal government.",,,,,,,,,,,,Federalism,"Sovereignty,Federalism",American Constitution,American Constitution
30,American Insurance Association v. Garamendi,,2003,,,,,,"* California legislature passed HVIRA to make the insurance policies sold in a certain period of time be made public, including the names and policies (this would help people realize that their relatives may have had insurance policies they didn’t know about before they died, and insurance companies wouldn’t want people collecting on policies they didn’t know about)
* Insurance companies sued saying that only the federal government, with its jurisdiction over commerce and foreign affairs, had the right to enact such legislation.
    * This is also a preemption issue. the federal government is already in the field of sovereignty over foreign affairs, so does the state legislation have a diminished interest in regulating foreign affairs?",* Did California’s passage of the HVIRA interfere with the federal government’s sovereignty over foreign affairs established by Article 1 of the Constitution?,,"* Yes. The Federal sovereignty over foreign affairs preempts the California law. 
* In the end, the Federal Sovereignty over foreign affairs preempted the CA law, which required insurance companies to make public the names of policyholders.","* So, as we see, how you categorize a case makes a big difference (was this case about foreign affairs or regulation of commerce?)",,,,,,,,,,,,Federalism,Nation-centric Federalism,American Constitution,American Constitution
29,Chamber of Commerce v. Whiting,28,2011,,,,,,,,,,,,,,,,,,,,,,,,American Constitution,
28,Pennsylvania v. Nelson,29,1955,,,,,,"* Pennsylvania Sedition Act - Made illegal being part of the communist party and attempting to overthrow the government. at the same time, the Smith Act was a Federal law that had been passed that prohibited the same action. In passing the Smith Act, Congress did not specifically state that it was preemptive.","* How is one to approach a case in which concurrent powers are existing?
    * Preemption: falls out of the notion of when there is concurrent authority. There’s no conflict. That’s how it’s different from the Supremacy Clause.",,"* Warren says that all three obtain in this instance, and that the Smith act preempts the Pennsylvania Sedition statute.
* SO, unless the FEDERAL government chooses to prosecute him, he’s off the hook.","* Chief Justice Earl Warren: 3 conditions for testing preemption (all of them need to be true)
1. Whether the scheme of federal regulation is so pervasive as to make reasonable the inference that congress made no room for the states to supplement it.
2. The Federal interest is dominant that we can assume it precludes enforcement of state laws on the same subject.
3. Enforcement of State Sedition acts presents a danger of conflict with the administration of the federal program.",,,,,,,,,,,,Federalism,Preemption,American Constitution,American Constitution
27,Texas v. White,,1869,,,,,"Idea of the ""Indestructible Union"".","* In 1850 - The US gave Texas 10 million in 5% bonds to settle certain mexican boundary claims. When Texas joined the confederacy, they used the funds for war expenses. White was paid by some of the bonds for military supplies.
* While the state was still reconstructed, and therefore not restored to its formal status as part of the union,  the governor brought suit to recover the bonds and enjoin White and Company from receiving payment from the federal government.",* Was Texas a state in the Union eligible to seek redress in the Supreme Court? Could Texas constitutionally reclaim the bonds?,,"* SCOTUS has original jurisdiction because a state is a party.
    * Justice Chase: Secession was impossible, and Texas was never not a state. The Union is an indestructible union of indestructible states. So Texas still has control of the bonds—the sale of the bonds to White was illegal (because the government of the confederacy was illegal)",* The union is an indestructible union of indestructible states,,,,,,,,,,,,Federalism,"Sovereignty,Federalism",American Constitution,American Constitution
26,McCulloch v. Maryland,,1819,,,,,"* Establishes the Implied Powers Doctrine, kicks off the possibility for commerce clause jurisprudence","* In 1816, Congress created a national Bank of the US. The idea of having national control over monetary systems. This case turned around 
* McCulloch was a cashier at the national bank, and MD enacted a tax on him (which he refused to pay)","* Can Congress create a national bank?
* Was the MD tax unconstitutional?",,"* Powers of Congress are put forward in Art I Sec 8. In that list, it is stipulated many things, but doesn’t say anything about a National bank. John Marshall decides that there are powers specifically delegated, but there are also powers that are implied (Doctrine of Implied Powers)
* Implied Powers flow from the Necessary and Proper Clause (or the Elasticity Clause) which is at the end of Art I Sec 8. It says that Congress may make laws that are necessary and proper to execute the foregoing powers. Marshall: ""We must remember it is a Constitution we’re expounding"": A constitution can’t be of such specificity, that there must be some elasticity to it.
* So, even though there isn’t a power to create a national bank, it can be implied that its creation is a necessary and proper means to a LLE (Legitimate Legislative End). There are no controversies in respect to LLE’s, as they are specifically enumerated.
* If there is a logical nexus (connection) between the legitimate legislative end and whether the legislation is a necessary and proper means to that legitimate legislative end.","* **Doctrine of Implied Powers****: flows from necessary and proper clause, also called the elasticity clause.**
    * **There are powers implied in the constitution, if not specifically enumerated in it. **
    * **So how to engage in judicial review over implied powers?**
    * **Judicial review proceeds in terms of a ****Means Ends Analysis**
        * **The law stands at an instrumental relationship with a Legitimate Legislative End.**
        * **Is the legislation a necessary and proper means to bringing about a Legitimate Legislative End? If not, it’s unconstitutional.**
    * **Is it in a logical nexus with the LLE of something (for example, the legitimate legislative end of regulating interstate commerce)**
    * **When congress passes a law, it is either a delegated power or an implied power. they combine the necessary and proper clause with a legitimate legislative end**
* Leads to the principle of **intergovernmental tax immunity** (federal government cannot tax municipal bonds, etc.)",,,,,,,,,,,,"Federalism,Commerce Clause","Sovereignty,Implied Powers Doctrine",American Constitution,American Constitution
25,Cohens v. Virginia,,1821,,,,,,"* 1802: Congress passed a law allowing a lottery in DC, and Cohen brothers were arrested for selling tickets for the DC lottery in VA, in violation of VA law.
* VA argued that Congress had no jurisdiction, because congress was not acting as federal legislature, but as the state legislature of DC. Also said that the Doctrine of Sovereign Immunity and the 11th Amendment, allowed VA to not be a party",* Did the Supreme Court have the power under the constitution to review the VA Supreme Court ruling?,,"* John Marshall: when Congress Acts, even just for DC, they are acting as the Federal authority over the states
* Legality of lottery tickets sales: DC statute only allowed the sales in DC, so they could still be prosecuted.","* The Supreme Court has the authority and jurisdiction to review state criminal proceedings. Marshall argued that state laws and constitutions, when repugnant to the Constitution and federal laws are ""absolutely void""",,,,,,,,,,,,Federalism,,American Constitution,American Constitution
24,Martin v. Hunter's Lessee,,1816,,,,,,"* Lord Fairfax held land in Virginia, he was a loyalist and fled to England during the Revolution. He died in 1781 and left eh land to his nephew, Denny Martin, who was a British Subject. The following year, the VA legislature voided the original land grant and transferred the land back to VA. VA granted a portion of this land to David Hunter. The Jay Treaty seemed to make clear that Lord Fairfax was entitled to the property. The Supreme Court declared that Fairfax was so entitled, but the Virginia courts, where the suit arose, refused to follow the Supreme Court’s decision:. 1782: VA passed a law, saying that aliens could not inherit property.
* Hunter obtained an action of ejectionment on Fairfax’s interest.
* In 1794, as part of the post-revolution reconciliation, Jay’s Treaty reaffirmed title to original holders of land confiscated by the United States","* Does the appellate power of the Supreme Court extend to the Virginia Courts? Is Sec. 25 of JA 1789, which extended federal appellate jurisdiction to the Supreme Court of the United States over state courts, constitutional?
    * Virginia argues no, because of their own Sovereignty. he says that because the constitution is issued from us (states), then how can states be subservience to the constitution.
    * Federal Govt: the Constitution didn’t come from the states, it came from the people. States didn’t give up anything to the Federal government (not quite true, there are limits to states in the constitution). and invoking the Constitution, and especially the Supremacy Clause of Art. 6, which says that the Constitution is the supreme law of the land, the Jay Treaty trumps the VA state law.",,"* Yes, the court rejected the claim that Virginia and the national government were equal sovereigns. Reasoning from the Constitution, Justice Story affirmed the Court’s power to override state courts to secure a uniform system of law and to fulfill the mandate of the Supremacy Clause.",,,,,,,,,,,,,Federalism,"Appellate Jurisdiction,Sovereignty",American Constitution,American Constitution
23,Chisolm v. Georgia,,1793,,,,,,"* Two citizens of south carolina acting on the estate of a fellow south carolinian, sought payment for clothing supplied to Georgia during the Revolution.
* Georgia claimed that the only time that federal jurisdiction was triggered due to diversity is when the state is a plaintiff, trying to sue plaintiffs of another state",* Can a state be party to a suit without its consent?,,"* SCOTUS found the suit consistent with Art III Sec II, which gives courts jurisdiction in cases between a state and citizens of another state are parties.","* Doctrine of Sovereign Immunity:
    * Original sovereigns were kings, and whatever they said was law. 
    * The notion that a sovereign who makes a law can’t be subject to the law without his/her/its consent (that’s how it comes out after the Magna Carta, etc.,)
        * In this way, sovereignty is indivisible. You’re either sovereign or not sovereign. 
    * How can states be sovereign but also be brought into court?
* Congress Passes the 11th amendment, which repeals part of the Art III, and reinforces the doctrine of Sovereign Immunity, by saying that you can’t take a state into court without its consent. 
    * Way to get around this: just sue public officials instead. Also doesn’t immunize states from Federal jurisdiction",,,,,,,,,,,,Federalism,Sovereign Immunity,American Constitution,American Constitution
22,Ex Parte McCardle,,1869,40,"35,38,39,32,37,30,36",,,,,,,,"* William McCardle: editor arrested for publishing articles considered inflammatory under the reconstruction acts
* He was tried for sedition before a military commission
* He’s convicted by the court marshall
* He petitions for a writ of habeas corpus , and the supreme court accepts jurisdiction to hear his case.
* It was felt that the SCOTUS would use the case to overturn aspects or the entirety of the reconstruction acts, 
    * Congress passed a law taking away the SCOTUS’ jurisdiction
    * To what extent can congress control the appellate jurisdiction of the SCOTUS? (Article 3 section 2: they can make these changes whenever they want)",,,,,,,,,,,,Federalism,Appellate Jurisdiction,American Constitution,American Constitution
21,Barron v. Baltimore,,1833,14,"23,18,15,22,19,20",,,,"* When paving its streets, the City of Baltimore caused large deposits of sand and gravel to run off into Barron’s Wharf, which previously was the deepest water in the harbor.
* Barron sued, saying that the city had engaged in an uncompensated taking of his private property
* Takings clause: private property cannot be taken for public use without just compensation (related to eminent domain)
* Boats used to be able to dock and pay him for parking, pretty much, and now they might be less able to do that",* Has there been an uncompensated taking?,,* No. The bill of rights only restricts the national government.,,,,,,,,,,,,,Federalism,Eminent Domain,American Constitution,American Constitution
20,Watkins v. U.S.,,1959,92,"79,94,82,81,93",90,,,"* House and American Activities Committee: Individuals being held in contempt in Congress by refusing to answer questions, and then appeal",,,"* Court ruled in favor of the plaintiff, saying that the committee had overstepped it’s bounds",,81,,,,,,,,,,"88,95",First Amendment,First Amendment,American Constitution,American Constitution
19,Lujan v. Defenders of Wildlife,,1992,,,,,,"* Plaintiffs sued requesting an injunction requiring the Secretary of the Interior to reinstate an initial interpretation of the Endangered Species Act of 1973
* The initial interpretation applied the Act to actions taken in foreign nations. The Secretary claimed that the plantiffs lacked standing.",* Do the Plaintiffs have standing to challenge the Secretary’s interpretation of the ESA under either traditional rules of standing or the individual cause of action created within the ESA?,,"* No. The case and controversy requirement of Article 3 creates three minimal elements in order to have standing:
    * The plaintiff must have suffered an injury in fact
    * There must be a causal connection between the inquiry and the conduct complained of, and 
    * It must be likely that this inquiry will be redressed in a favorable decision. 
* In this case, they hadn’t done the first or the third.",,,,,,,,,,,,,Landmark Cases,Standing,American Constitution,American Constitution
18,Valley Forge Christian College v. Americans United,,1982,,,,,,* Secretary of Defense closed part of the valley forge hospital and donated the land to a Christian community college,,,* Was thrown out because it is not challenging a statute,"* In civil liberties matters, the standings are lowered",,,,,,,,,,,,Landmark Cases,,American Constitution,American Constitution
17,Flast v. Cohen,16,1968,,,,,Carved out an exception to the rules established in *Commonwealth of Massachusetts v. Mellon* outlining the doctrine for Taxpayer standing. *Flast* overrules *Mellon*.,,,,,,,,,,,,,,,,,Taxpayer Standing,Taxpayer Standing,American Constitution,American Constitution
16,Commonwealth of Massachusetts v. Mellon,17,1923,,,,,"* Court is trying to establish a doctrine of when the taxpayers have standing, and they rule that they don't in this case.","* The taxpayers are suing Mellon, a government official.",,,"* Taxpayers may sue when they can:
    * Establish a logical link between status as a taxpayer and the legislation being attacked, and
    * Must connect his status with the precise nature of the constitutional infringement alleged.
* In both Frothingham and Flast, the first prong was satisfied, but only in Flast was the second one also satisfied.",,,,,,,,,,,,,Taxpayer Standing,Taxpayer Standing,American Constitution,American Constitution
15,Brandeis: Ashwander,,1936,,,,,,,,,,"* Comes out of Ashwander v. Tennessee Valley Authority
* Are Rules of Judicial self-restraint, where the court seeks to avoid certain constitutional questions.
* Self-circumscribing doctrine, saying that the SCOTUS should only answer questions of constitutionality as a last resort. By articulating this, Brandeis is preserving legitimacy of the SC’s authority.",,,,,,,,,,,,Judicial Self-Restraint,,American Constitution,American Constitution
14,DeFunis v. Odegaard,,1974,,,,,,"* DeFunis wasn’t admitted to a school, but after a lower court decision, he was admitted, and the Court was about to hear the case when he was already in his last year at the school.",,,"* So the SCOTUS decided that the argument was moot, as there was nothing to be gained or lost at the point of the decision","* Mootness: case has been brought too late
* Ripeness: case has been brought too soon",,,,,,,,,,,,Landmark Cases,Mootness,American Constitution,American Constitution
13,Powell v. McCormack,,1969,,,,,,"* Congress was trying to prevent Powell from taking his seat because he had diverted his campaign funds (not an ethical issue)
* However, he was elected by the people",* Can the House deny a member that has been elected if he has met all the requirements?,,"* Reaches the Supreme Court, and they decide that the House of Reps doesn’t have the power to expel anyone who has been properly elected and meets all of the requirements.",,,,,,,,,,,,,Landmark Cases,Congressional Exclusion,American Constitution,American Constitution
10,Luther v. Borden,,1849,,,,,,"* RI was operating under an archaic system of government, which limited suffrage and made no provision for amendment. A rebellion occurred, and a new group held a popular convention to draft a new constitution and to elect a governor. RI put down the rebellion.
* Ex Parte Dorr—Supreme Court refused to hear the case because they didn’t have jurisdiction in the issue
* Borden was a part of the militia government, Borden tried to arrest Luther, who sued Borden for trespassing.",* Did the Court have the constitutional authority to declare which group constituted the official government?,,"* No. The creation of republican forms of government and the control of domestic violence were matters of an essentially political nature committed by the Constitution to the other branches of government. So, the Court should defer to Congress and the President when confronted with such issues.","* SCOTUS ultimately refused to hear the case, by claiming that legitimacy of a state government is a political question, and that political questions can only be decided by Congress.

* **Doctrine of Political Questions:** The idea that there are certain questions that aren’t justiciable",,,,,,,,,,,,"Judicial Review,Landmark Cases,Political Questions",Political Questions Doctrine,American Constitution,American Constitution
9,Griswold v. Connecticut,,1965,,,,,"* Supports Incorporation Plus, Privacy is a fundamental right","* Executive Director of planned parenthood convicted of giving married persons contraception information (contraception was illegal in connecticut in 1965)
* Connecticut prosecutes, and it’s challenged under the constitution.","* Question: does the CT law violate the constitution?
    * What specifically does it violate?",,* Unconstitutional—Right to privacy in the penumbras and emanations of the bill of rights,"* Douglas: constitutional right of privacy: protected under the constitution - the state cannot encroach on personal private liberty
    * He argues that it is in the penumbras and emanations, etc.: even though the constitution doesn’t explicitly state the need for a constitutional right to privacy, it is there in the reasoning of other decisions and statutes. 
    * Lists large line of cases in which privacy is concerned 
        * cites case in which the right to educate your children in a certain kind of school",,,,,,,,,,,,Landmark Cases,"Incorporation,Privacy",American Constitution,American Constitution
8,Palko v. Connecticut,,1937,,,,,* Supports Selective Incorporation (denies protection from double jeopardy applies to states),"* Defendant was indicted for murder in the first degree, and then after a second trial was demanded, he was tried again, and convicted.",* Does the entire Fifth Amendment double jeopardy prohibition apply to the states through the Fourteenth Amendment?,,"* No. There are two requirements that need to be met for a state to appropriately choose not to include the prohibition on double jeopardy, or any other piece of the 5th amendment:
    * They don’t have to incorporate such a right if its not of the very essence of a scheme of ordered liberty
    * And if its abolishment would not violate a principle of justice so rooted in the traditions and conscience of the American people as to be ranked fundamental.","* Cardozo: It’s only what is implicit in the concept of ordered liberty
    * States themselves can operate based on how they defined due process",,,,,,,,,,,,Landmark Cases,"Incorporation,Fifth Amendment,Fourteenth Amendment",American Constitution,American Constitution
