,case_name,topic,sub_topic,wiki_url,justia_link,holding
236,United States v. Cruikshank,Second Amendment rights,Freedom of petition,https://www.wikipedia.org/wiki/United_States_v._Cruikshank,https://supreme.justia.com/cases/federal/us/92/542/,"United States v. Cruikshank, 92 U.S. 542 (1876) The Second Amendment has no purpose other than to restrict the powers of the federal government. The right to keep and bear arms in the sense of ""'bearing arms for a lawful purpose'"" ""is not a right granted by the Constitution"" and ""[n]either is it in any manner dependent upon that instrument for its existence."" (See Opinion of the Court as authored by Chief Justice of the United States Morrison Remick Waite)"
237,Presser v. Illinois,Second Amendment rights,Freedom of petition,https://www.wikipedia.org/wiki/Presser_v._Illinois,https://supreme.justia.com/cases/federal/us/116/252/,"Presser v. Illinois, 116 U.S. 252 (1886) An Illinois law that prohibits common citizens from forming personal military organizations, performing drills, and parading is constitutional because such a law does not limit the personal right to keep and bear arms."
238,United States v. Miller,Second Amendment rights,Freedom of petition,https://www.wikipedia.org/wiki/United_States_v._Miller,https://supreme.justia.com/cases/federal/us/307/174/,"United States v. Miller, 307 U.S. 174 (1939) The federal government and the states can limit access to all weapons that do not have ""some reasonable relationship to the preservation or efficiency of a well regulated militia."""
239,District of Columbia v. Heller,Second Amendment rights,Freedom of petition,https://www.wikipedia.org/wiki/District_of_Columbia_v._Heller,https://supreme.justia.com/cases/federal/us/554/570/,"District of Columbia v. Heller, 554 U.S. 570 (2008) The Second Amendment protects an individual right to possess a firearm unconnected with service in a militia and to use it for traditionally lawful purposes such as self-defense within the home."
240,McDonald v. Chicago,Second Amendment rights,Freedom of petition,https://www.wikipedia.org/wiki/McDonald_v._Chicago,https://supreme.justia.com/cases/federal/us/561/742/,"McDonald v. Chicago, 561 U.S. 742 (2010) The individual right to keep and bear arms for self-defense is incorporated against the states through the Due Process Clause of the Fourteenth Amendment."
241,Engblom v. Carey,Third Amendment rights,Freedom of petition,https://www.wikipedia.org/wiki/Engblom_v._Carey,,"Engblom v. Carey, 677 F.2d 957 (2d Cir. 1982) While not a Supreme Court case, this is the only case to have been heard by a federal appeals court based on Third Amendment claims. The ruling is notable for three important findings regarding the Third Amendment: 1) members of the National Guard are ""soldiers"" within the context of the Third Amendment; 2) the Third Amendment is incorporated by the Fourteenth Amendment; and 3) the ""house[s]"" which are protected by the Third Amendment are not limited solely to those arising out of fee simple ownership but extend to those recognized and permitted by society as founded on lawful occupation or possession with a legal right to exclude others."
242,Dartmouth College v. Woodward,Other areas,Freedom of petition,https://www.wikipedia.org/wiki/Dartmouth_College_v._Woodward,https://supreme.justia.com/cases/federal/us/17/518/,"Dartmouth College v. Woodward, 17 U.S. 518 (1819) The Contract Clause of the Constitution applies to both public and private corporations."
243,Johnson v. M'Intosh,Other areas,Freedom of petition,https://www.wikipedia.org/wiki/Johnson_v._M%27Intosh,https://supreme.justia.com/cases/federal/us/21/543/,"Johnson v. M'Intosh, 21 U.S. 543 (1823) Private citizens cannot purchase lands from Native Americans."
244,Slaughter-House Cases,Other areas,Freedom of petition,https://www.wikipedia.org/wiki/Slaughter-House_Cases,https://supreme.justia.com/cases/federal/us/83/36/,"Slaughter-House Cases, 83 U.S. 36 (1873) The Privileges or Immunities Clause of the Fourteenth Amendment applies to the benefits of federal United States citizenship but not to the benefits of state citizenship."
245,Allgeyer v. Louisiana,Other areas,Freedom of petition,https://www.wikipedia.org/wiki/Allgeyer_v._Louisiana,https://supreme.justia.com/cases/federal/us/165/578/,"Allgeyer v. Louisiana, 165 U.S. 578 (1897) The liberty that is protected by the Due Process Clause of the Fourteenth Amendment includes economic liberty."
246,The Paquete Habana,Other areas,Freedom of petition,https://www.wikipedia.org/wiki/The_Paquete_Habana,https://supreme.justia.com/cases/federal/us/175/677/,"The Paquete Habana, 175 U.S. 677 (1900) Federal courts may look to customary international law because it is an integrated part of American law."
247,Lone Wolf v. Hitchcock,Other areas,Freedom of petition,https://www.wikipedia.org/wiki/Lone_Wolf_v._Hitchcock,https://supreme.justia.com/cases/federal/us/187/553/,"Lone Wolf v. Hitchcock, 187 U.S. 553 (1903) Congress may use its plenary power to unilaterally break treaty obligations between the United States and Native American tribes."
248,Lochner v. New York,Other areas,Freedom of petition,https://www.wikipedia.org/wiki/Lochner_v._New_York,https://supreme.justia.com/cases/federal/us/198/45/,"Lochner v. New York, 198 U.S. 45 (1905) The freedom of contract is implicit in the Due Process Clause of the Fourteenth Amendment."
249,Selective Draft Law Cases,Other areas,Freedom of petition,https://www.wikipedia.org/wiki/Selective_Draft_Law_Cases,https://supreme.justia.com/cases/federal/us/245/366/,"Selective Draft Law Cases, 245 U.S. 366 (1918) The Selective Service Act of 1917 and, more generally, conscription do not violate the Thirteenth Amendment's prohibition of involuntary servitude or the First Amendment's protection of the freedom of thought."
250,Dillon v. Gloss,Other areas,Freedom of petition,https://www.wikipedia.org/wiki/Dillon_v._Gloss,https://supreme.justia.com/cases/federal/us/256/368/,"Dillon v. Gloss, 256 U.S. 368 (1921) Congress may set a deadline for the ratification of a new constitutional amendment if it wishes to do so."
251,Village of Euclid v. Ambler Realty Co.,Other areas,Freedom of petition,https://www.wikipedia.org/wiki/Village_of_Euclid_v._Ambler_Realty_Co.,https://supreme.justia.com/cases/federal/us/272/365/,"Village of Euclid v. Ambler Realty Co., 272 U.S. 365 (1926) Zoning laws are not an unreasonable extension of local police power and do not have the character of arbitrary fiat."
252,Gregory v. Helvering,Other areas,Freedom of petition,https://www.wikipedia.org/wiki/Gregory_v._Helvering,https://supreme.justia.com/cases/federal/us/293/465/,"Gregory v. Helvering, 293 U.S. 465 (1935) Taxpayers have the right to decrease the amount of their taxes or to avoid them altogether by means which the law permits. However, a business reorganization must have economic substance in order to affect tax liability."
253,Brown v. Mississippi,Other areas,Freedom of petition,https://www.wikipedia.org/wiki/Brown_v._Mississippi,https://supreme.justia.com/cases/federal/us/297/278/,"Brown v. Mississippi, 297 U.S. 278 (1936) A defendant's confession that is extracted by police violence cannot be entered as evidence and violates the Due Process Clause."
254,United States v. Curtiss-Wright Export Corp.,Other areas,Freedom of petition,https://www.wikipedia.org/wiki/United_States_v._Curtiss-Wright_Export_Corp.,https://supreme.justia.com/cases/federal/us/299/304/,"United States v. Curtiss-Wright Export Corp., 299 U.S. 304 (1936) The Constitution implies that the ability to conduct foreign policy is vested entirely in the President. The President has plenary power in the foreign affairs field that does not depend on congressional delegation."
255,West Coast Hotel Co. v. Parrish,Other areas,Freedom of petition,https://www.wikipedia.org/wiki/West_Coast_Hotel_Co._v._Parrish,https://supreme.justia.com/cases/federal/us/300/379/,"West Coast Hotel Co. v. Parrish, 300 U.S. 379 (1937) Minimum wage legislation is a valid regulation of the freedom of contract."
256,Erie Railroad Co. v. Tompkins,Other areas,Freedom of petition,https://www.wikipedia.org/wiki/Erie_Railroad_Co._v._Tompkins,https://supreme.justia.com/cases/federal/us/304/64/,"Erie Railroad Co. v. Tompkins, 304 U.S. 64 (1938) Federal courts in diversity jurisdiction cases must apply the law of the states in which they sit, including the judicial doctrine of the state's highest court, where it does not conflict with federal law. There is no general federal common law."
257,Coleman v. Miller,Other areas,Freedom of petition,https://www.wikipedia.org/wiki/Coleman_v._Miller,https://supreme.justia.com/cases/federal/us/307/433/,"Coleman v. Miller, 307 U.S. 433 (1939) A proposed amendment to the Constitution is considered pending before the states indefinitely unless Congress establishes a deadline by which the states must act. Furthermore, Congress—not the courts—is responsible for deciding whether an amendment has been validly ratified."
258,International Shoe Co. v. Washington,Other areas,Freedom of petition,https://www.wikipedia.org/wiki/International_Shoe_v._Washington,https://supreme.justia.com/cases/federal/us/326/310/,"International Shoe Co. v. Washington, 326 U.S. 310 (1945) Minimum contacts with the forum state can enable a court in that state to exert personal jurisdiction over a party consistent with the Due Process Clause."
259,"United States v. Paramount Pictures, Inc.",Other areas,Freedom of petition,"https://www.wikipedia.org/wiki/United_States_v._Paramount_Pictures,_Inc.",https://supreme.justia.com/cases/federal/us/334/131/,"United States v. Paramount Pictures, Inc., 334 U.S. 131 (1948) Practice of block booking and ownership of theater chains by film studios constituted anti-competitive and monopolistic trade practices."
260,Youngstown Sheet & Tube Co. v. Sawyer,Other areas,Freedom of petition,https://www.wikipedia.org/wiki/Youngstown_Sheet_%26_Tube_Co._v._Sawyer,https://supreme.justia.com/cases/federal/us/343/579/,"Youngstown Sheet & Tube Co. v. Sawyer, 343 U.S. 579 (1952) The President cannot seize private property in the absence of either specifically enumerated authority under the Constitution or statutory authority given to him or her by Congress."
261,Reid v. Covert,Other areas,Freedom of petition,https://www.wikipedia.org/wiki/Reid_v._Covert,https://supreme.justia.com/cases/federal/us/354/1/,"Reid v. Covert, 354 U.S. 1 (1957) The Constitution supersedes all treaties ratified by the Senate."
262,Williams v. Lee,Other areas,Freedom of petition,https://www.wikipedia.org/wiki/Williams_v._Lee,https://supreme.justia.com/cases/federal/us/358/217/,"Williams v. Lee, 358 U.S. 217 (1959) State courts do not have jurisdiction on Indian reservations without the authorization of Congress."
263,Baker v. Carr,Other areas,Freedom of petition,https://www.wikipedia.org/wiki/Baker_v._Carr,https://supreme.justia.com/cases/federal/us/369/186/,"Baker v. Carr, 369 U.S. 186 (1962) The redistricting of state legislative districts is not a political question, so it is justiciable by the federal courts."
264,Wesberry v. Sanders,Other areas,Freedom of petition,https://www.wikipedia.org/wiki/Wesberry_v._Sanders,https://supreme.justia.com/cases/federal/us/376/1/,"Wesberry v. Sanders, 376 U.S. 1 (1964) The Constitution requires that the members of the House of Representatives be selected from districts composed, as nearly as is practicable, of equal population."
265,Reynolds v. Sims,Other areas,Freedom of petition,https://www.wikipedia.org/wiki/Reynolds_v._Sims,https://supreme.justia.com/cases/federal/us/377/533/,"Reynolds v. Sims, 377 U.S. 533 (1964) The populations of state legislative districts must be as equal as mathematically possible so as to ensure equal protection."
266,Harper v. Virginia State Board of Elections,Other areas,Freedom of petition,https://www.wikipedia.org/wiki/Harper_v._Virginia_State_Board_of_Elections,https://supreme.justia.com/cases/federal/us/383/663/,"Harper v. Virginia State Board of Elections, 383 U.S. 663 (1966) A state's conditioning of the right to vote on the payment of a fee or tax violates the Equal Protection Clause of the Fourteenth Amendment."
267,Menominee Tribe v. United States,Other areas,Freedom of petition,https://www.wikipedia.org/wiki/Menominee_Tribe_v._United_States,https://supreme.justia.com/cases/federal/us/391/404/,"Menominee Tribe v. United States, 391 U.S. 404 (1968) Native American treaty rights are not repealed without a clear and unequivocal statement to that effect from Congress."
268,Goldberg v. Kelly,Other areas,Freedom of petition,https://www.wikipedia.org/wiki/Goldberg_v._Kelly,https://supreme.justia.com/cases/federal/us/397/254/,"Goldberg v. Kelly, 397 U.S. 254 (1970) The termination of welfare benefits must be preceded by a full evidentiary hearing under the Due Process Clause."
269,Gravel v. United States,Other areas,Freedom of petition,https://www.wikipedia.org/wiki/Gravel_v._United_States,https://supreme.justia.com/cases/federal/us/408/606/,"Gravel v. United States, 408 U.S. 606 (1972) The privileges of the Constitution's Speech or Debate Clause enjoyed by members of Congress also extend to Congressional aides, but not to activity outside the legislative process."
270,Canterbury v. Spence,Other areas,Freedom of petition,https://www.wikipedia.org/wiki/Canterbury_v._Spence,,"Canterbury v. Spence (464 F.2d. 772, 782 D.C. Cir. 1972).  In medical malpractices cases, informed consent is required of the patient and no expert is required for the case to be heard by a jury."
271,San Antonio Independent School District v. Rodriguez,Other areas,Freedom of petition,https://www.wikipedia.org/wiki/San_Antonio_Independent_School_District_v._Rodriguez,https://supreme.justia.com/cases/federal/us/411/1/,"San Antonio Independent School District v. Rodriguez, 411 U.S. 1 (1973) The use of property taxes to finance public education does not violate the Equal Protection Clause."
272,Oneida Indian Nation of New York v. County of Oneida,Other areas,Freedom of petition,https://www.wikipedia.org/wiki/Oneida_Indian_Nation_of_New_York_v._County_of_Oneida,https://supreme.justia.com/cases/federal/us/414/661/,"Oneida Indian Nation of New York v. County of Oneida, 414 U.S. 661 (1974) There is federal subject-matter jurisdiction for possessory land claims brought by Indian tribes based upon aboriginal title, the Nonintercourse Act, and Indian treaties."
273,United States v. Nixon,Other areas,Freedom of petition,https://www.wikipedia.org/wiki/United_States_v._Nixon,https://supreme.justia.com/cases/federal/us/418/683/,"United States v. Nixon, 418 U.S. 683 (1974) The doctrine of executive privilege is legitimate; however, the President cannot invoke it in criminal cases to withhold evidence."
274,Mathews v. Eldridge,Other areas,Freedom of petition,https://www.wikipedia.org/wiki/Mathews_v._Eldridge,https://supreme.justia.com/cases/federal/us/424/319/,"Mathews v. Eldridge, 424 U.S. 319 (1976) When procedural due process applies, courts must consider the government's interests, the individual's interests, and the likelihood of making an inaccurate decision using the existing procedures as well as the probable value of additional procedural safeguards."
275,Nixon v. General Services Administration,Other areas,Freedom of petition,https://www.wikipedia.org/wiki/Nixon_v._General_Services_Administration,https://supreme.justia.com/cases/federal/us/433/425/,"Nixon v. General Services Administration, 433 U.S. 425 (1977) Congress has the power to pass a law that directs the seizure and disposition of the papers and tapes of a former president that are within the control of the executive branch."
276,Diamond v. Chakrabarty,Other areas,Freedom of petition,https://www.wikipedia.org/wiki/Diamond_v._Chakrabarty,https://supreme.justia.com/cases/federal/us/447/303/,"Diamond v. Chakrabarty, 447 U.S. 303 (1980)[3][4] Genetically modified organisms can be patented.[5] According to the court a living, man-made micro-organism is patentable subject matter as a ""manufacture"" or ""composition of matter"" within the meaning of the Patent Act of 1952."
277,"Sony Corp. of America v. Universal City Studios, Inc.",Other areas,Freedom of petition,"https://www.wikipedia.org/wiki/Sony_Corp._of_America_v._Universal_City_Studios,_Inc.",https://supreme.justia.com/cases/federal/us/464/417/,"Sony Corp. of America v. Universal City Studios, Inc., 464 U.S. 417 (1984) Manufacturers of home video recording machines cannot be liable for contributory copyright infringement for the potential uses by their purchasers because the devices are sold for legitimate purposes and have substantial non-infringing uses. Personal use of the machines to record broadcast television programs for later viewing constitutes fair use."
278,"Chevron U.S.A., Inc. v. Natural Resources Defense Council, Inc.",Other areas,Freedom of petition,"https://www.wikipedia.org/wiki/Chevron_U.S.A.,_Inc._v._Natural_Resources_Defense_Council,_Inc.",https://supreme.justia.com/cases/federal/us/467/837/,"Chevron U.S.A., Inc. v. Natural Resources Defense Council, Inc., 467 U.S. 837 (1984) A government agency's interpretation of its own mandate from Congress is entitled to judicial deference if the authority is ambiguous and the agency's interpretation is permissible under the statute, regardless as to whether it is the best possible interpretation or an interpretation the Court would have made."
279,Selle v. Gibb,Other areas,Freedom of petition,https://www.wikipedia.org/wiki/Selle_v._Gibb,,"Selle v. Gibb, 741 F. 2d 896 (7th Cir. 1984) Substantial similarity is not enough in the absence of proof of access. Evidence of access must extend beyond mere speculation. De rigueur, not a Supreme Court case but only of the Court of Appeals of the Seventh Circuit, and therefore binding precedent only within its jurisdiction (Illinois, Indiana, and Wisconsin)."
280,Unocal Corp. v. Mesa Petroleum Co.,Other areas,Freedom of petition,https://www.wikipedia.org/wiki/Unocal_Corp._v._Mesa_Petroleum_Co.,,"Unocal Corp. v. Mesa Petroleum Co., 493 A.2d 946 (Delaware Supreme Court 1985) A board of directors may only try to prevent a take-over where it can be shown that there was a threat to corporate policy and the defensive measure adopted was proportional and reasonable given the nature of the threat."
281,"Revlon, Inc. v. MacAndrews & Forbes Holdings, Inc.",Other areas,Freedom of petition,"https://www.wikipedia.org/wiki/Revlon,_Inc._v._MacAndrews_%26_Forbes_Holdings,_Inc.",,"Revlon, Inc. v. MacAndrews & Forbes Holdings, Inc.,  506 A.2d 173 (Delaware Supreme Court 1986) in certain limited circumstances indicating that the ""sale"" or ""break-up"" of the company is inevitable, the fiduciary obligation of the directors of a target corporation are narrowed significantly, the singular responsibility of the board being to maximize immediate stockholder value by securing the highest price available."
282,"Feist Publications, Inc. v. Rural Telephone Service Company, Inc.",Other areas,Freedom of petition,https://www.wikipedia.org/wiki/Feist_v._Rural,https://supreme.justia.com/cases/federal/us/499/340/,"Feist Publications, Inc. v. Rural Telephone Service Company, Inc., 499 U.S. 340 (1991) Originality, not sweat of the brow, is required for a work to obtain copyright protection."
283,Daubert v. Merrell Dow Pharmaceuticals,Other areas,Freedom of petition,https://www.wikipedia.org/wiki/Daubert_v._Merrell_Dow_Pharmaceuticals,https://supreme.justia.com/cases/federal/us/509/579/,"Daubert v. Merrell Dow Pharmaceuticals, 509 U.S. 579 (1993) Scientific evidence that is admitted in federal court must be valid and relevant to the case at hand."
284,Dolan v. City of Tigard,Other areas,Freedom of petition,https://www.wikipedia.org/wiki/Dolan_v._City_of_Tigard,https://supreme.justia.com/cases/federal/us/512/374/,"Dolan v. City of Tigard, 512 U.S. 374 (1994) A government agency may not take property in exchange for benefits that are unrelated to the agency's interest in the property."
285,Clinton v. Jones,Other areas,Freedom of petition,https://www.wikipedia.org/wiki/Clinton_v._Jones,https://supreme.justia.com/cases/federal/us/520/681/,"Clinton v. Jones, 520 U.S. 681 (1997) The President has no immunity that could require civil law litigation against him or her involving a dispute unrelated to the office of President to be stayed until the end of his or her term. Such a delay would deprive the parties to the suit of the right to a speedy trial that is guaranteed by the Sixth Amendment."
286,Bush v. Gore,Other areas,Freedom of petition,https://www.wikipedia.org/wiki/Bush_v._Gore,https://supreme.justia.com/cases/federal/us/531/98/,"Bush v. Gore, 531 U.S. 98 (2000) The recount of ballots in Florida during the 2000 presidential election violated the Equal Protection Clause because different standards of counting were used in the counties that were subjected to the recount. This decision effectively resolved the election in favor of the Republican nominee, George W. Bush."
287,Kelo v. City of New London,Other areas,Freedom of petition,https://www.wikipedia.org/wiki/Kelo_v._City_of_New_London,https://supreme.justia.com/cases/federal/us/545/469/,"Kelo v. City of New London, 545 U.S. 469 (2005) Local governments may seize property for economic development purposes. Noted for converting the ""public use"" requirement of the Takings Clause (Fifth Amendment) to ""public purpose."""
288,Massachusetts v. Environmental Protection Agency,Other areas,Freedom of petition,https://www.wikipedia.org/wiki/Massachusetts_v._Environmental_Protection_Agency,https://supreme.justia.com/cases/federal/us/549/497/,"Massachusetts v. Environmental Protection Agency, 549 U.S. 497 (2007) Greenhouse gases are air pollutants, and the Environmental Protection Agency may regulate their emission under the Clean Air Act."
289,Medellín v. Texas,Other areas,Freedom of petition,https://www.wikipedia.org/wiki/Medell%C3%ADn_v._Texas,https://supreme.justia.com/cases/federal/us/552/491/,"Medellín v. Texas, 552 U.S. 491 (2008) International treaties are not binding domestic law unless Congress enacts statutes implementing them or unless the treaties are self-executing. Also, decisions of the International Court of Justice are not binding domestic law, and without authority from Congress or the Constitution, the President lacks the power to enforce international treaties or decisions of the International Court of Justice."
290,"Association for Molecular Pathology v. Myriad Genetics, Inc.",Other areas,Freedom of petition,"https://www.wikipedia.org/wiki/Association_for_Molecular_Pathology_v._Myriad_Genetics,_Inc.",https://supreme.justia.com/cases/federal/us/569/576/,"Association for Molecular Pathology v. Myriad Genetics, Inc., 569 U.S. 576 (2013) Naturally occurring DNA sequences, even when isolated from the body, cannot be patented, but artificially created DNA is patent eligible because it is not naturally occurring."
291,Michigan v. Environmental Protection Agency,Other areas,Freedom of petition,https://www.wikipedia.org/wiki/Michigan_v._EPA,https://supreme.justia.com/cases/federal/us/576/___/,"Michigan v. Environmental Protection Agency, 576 U.S. ___ (2015) The Environmental Protection Agency must consider costs when it regulates power plants under the Clean Air Act."
292,Gary B. v. Snyder,Other areas,Freedom of petition,,,"Gary B. v. Snyder, The Fourteenth Amendment Equal Protection Clause does not apply when a 97% colored school district in Detroit, Michigan does not provide students the ability to become literate, though the nearby majorly white school district in Grosse Point has taught their students to read."
